Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied,Year,Month,Day,Weekday
7,39,24.5,4,98.0,1,1,2023-03-30,0,2023,3,30,3
5,173,12.5,7,87.5,2,1,2023-03-30,0,2023,3,30,3
6,174,12.5,9,112.5,1,1,2023-03-30,1,2023,3,30,3
3,3,18.5,5,92.5,2,0,2023-03-30,1,2023,3,30,3
3,91,33.5,9,301.5,2,0,2023-03-31,1,2023,3,31,4
4,196,17.0,5,85.0,2,0,2023-03-31,0,2023,3,31,4
4,140,6.5,7,45.5,2,0,2023-03-31,0,2023,3,31,4
4,100,35.0,5,175.0,1,1,2023-03-31,1,2023,3,31,4
7,199,17.0,1,17.0,0,0,2023-03-31,1,2023,3,31,4
4,164,11.0,7,77.0,2,1,2023-03-31,0,2023,3,31,4
7,191,15.5,4,62.0,1,0,2023-03-31,0,2023,3,31,4
3,131,41.0,9,369.0,0,0,2023-03-31,1,2023,3,31,4
6,200,33.5,3,100.5,0,1,2023-03-31,0,2023,3,31,4
1,129,41.0,5,205.0,1,1,2023-03-31,0,2023,3,31,4
0,48,27.5,10,275.0,1,0,2023-03-31,0,2023,3,31,4
4,108,36.5,2,73.0,2,1,2023-03-31,0,2023,3,31,4
7,87,5.0,8,40.0,2,0,2023-04-01,0,2023,4,1,5
4,12,20.0,8,160.0,2,1,2023-04-01,1,2023,4,1,5
4,196,17.0,3,51.0,0,0,2023-04-01,0,2023,4,1,5
0,176,14.0,3,42.0,2,1,2023-04-01,0,2023,4,1,5
2,34,24.5,10,245.0,0,0,2023-04-01,1,2023,4,1,5
7,95,33.5,4,134.0,0,1,2023-04-01,0,2023,4,1,5
1,9,20.0,1,20.0,0,0,2023-04-01,0,2023,4,1,5
1,105,36.5,6,219.0,2,1,2023-04-01,0,2023,4,1,5
5,29,23.0,8,184.0,0,1,2023-04-01,1,2023,4,1,5
0,128,41.0,10,410.0,0,0,2023-04-01,1,2023,4,1,5
5,101,35.0,3,105.0,2,1,2023-04-01,0,2023,4,1,5
7,47,26.0,3,78.0,0,1,2023-04-01,1,2023,4,1,5
5,181,14.0,7,98.0,2,0,2023-04-01,1,2023,4,1,5
6,182,14.0,2,28.0,2,1,2023-04-01,1,2023,4,1,5
4,148,8.0,5,40.0,0,0,2023-04-01,0,2023,4,1,5
0,96,35.0,8,280.0,1,1,2023-04-01,1,2023,4,1,5
3,3,18.5,8,148.0,1,1,2023-04-01,1,2023,4,1,5
3,43,26.0,2,52.0,0,0,2023-04-01,0,2023,4,1,5
4,92,33.5,10,335.0,2,0,2023-04-02,1,2023,4,2,6
2,10,20.0,4,80.0,1,1,2023-04-02,0,2023,4,2,6
4,132,41.0,1,41.0,2,1,2023-04-02,0,2023,4,2,6
6,54,27.5,8,220.0,2,1,2023-04-02,0,2023,4,2,6
5,181,14.0,3,42.0,2,0,2023-04-02,0,2023,4,2,6
1,65,30.5,10,305.0,1,0,2023-04-02,0,2023,4,2,6
4,132,41.0,5,205.0,1,0,2023-04-02,0,2023,4,2,6
7,183,14.0,7,98.0,1,1,2023-04-02,0,2023,4,2,6
4,172,12.5,10,125.0,1,0,2023-04-02,1,2023,4,2,6
5,165,11.0,7,77.0,2,0,2023-04-02,1,2023,4,2,6
0,176,14.0,4,56.0,2,0,2023-04-02,1,2023,4,2,6
3,27,23.0,6,138.0,2,0,2023-04-02,0,2023,4,2,6
5,101,35.0,5,175.0,1,0,2023-04-02,0,2023,4,2,6
7,47,26.0,3,78.0,2,1,2023-04-02,0,2023,4,2,6
7,95,33.5,7,234.5,0,0,2023-04-02,0,2023,4,2,6
7,200,23.0,7,161.0,2,1,2023-04-02,0,2023,4,2,6
5,101,35.0,2,70.0,0,0,2023-04-03,0,2023,4,3,0
0,152,9.5,4,38.0,0,1,2023-04-03,0,2023,4,3,0
6,182,14.0,8,112.0,2,1,2023-04-03,0,2023,4,3,0
5,93,33.5,5,167.5,0,0,2023-04-03,0,2023,4,3,0
1,41,26.0,3,78.0,1,1,2023-04-03,0,2023,4,3,0
0,128,41.0,5,205.0,1,1,2023-04-03,1,2023,4,3,0
7,39,24.5,9,220.5,1,1,2023-04-04,0,2023,4,4,1
0,144,8.0,1,8.0,2,0,2023-04-04,1,2023,4,4,1
2,170,12.5,4,50.0,2,1,2023-04-04,0,2023,4,4,1
6,158,9.5,3,28.5,1,1,2023-04-04,1,2023,4,4,1
5,181,14.0,10,140.0,0,1,2023-04-04,1,2023,4,4,1
1,41,26.0,10,260.0,0,1,2023-04-04,0,2023,4,4,1
5,133,41.0,9,369.0,1,0,2023-04-04,0,2023,4,4,1
3,171,12.5,4,50.0,0,0,2023-04-04,0,2023,4,4,1
3,115,38.0,8,304.0,2,1,2023-04-04,0,2023,4,4,1
6,86,5.0,4,20.0,1,1,2023-04-04,1,2023,4,4,1
6,200,32.0,8,256.0,1,0,2023-04-04,0,2023,4,4,1
0,56,29.0,1,29.0,2,1,2023-04-04,0,2023,4,4,1
5,165,11.0,1,11.0,0,0,2023-04-05,0,2023,4,5,2
6,78,32.0,1,32.0,2,0,2023-04-05,0,2023,4,5,2
5,5,18.5,2,37.0,0,0,2023-04-05,0,2023,4,5,2
6,86,5.0,1,5.0,2,1,2023-04-05,1,2023,4,5,2
6,54,27.5,7,192.5,2,1,2023-04-05,1,2023,4,5,2
3,107,36.5,4,146.0,2,0,2023-04-05,0,2023,4,5,2
6,54,27.5,9,247.5,2,1,2023-04-05,0,2023,4,5,2
0,48,27.5,5,137.5,2,1,2023-04-05,0,2023,4,5,2
5,5,18.5,6,111.0,0,0,2023-04-05,1,2023,4,5,2
6,54,27.5,4,110.0,0,1,2023-04-05,1,2023,4,5,2
7,200,21.5,2,43.0,2,1,2023-04-06,0,2023,4,6,3
0,8,20.0,10,200.0,1,0,2023-04-06,0,2023,4,6,3
3,27,23.0,9,207.0,1,1,2023-04-06,0,2023,4,6,3
3,91,33.5,2,67.0,1,0,2023-04-06,0,2023,4,6,3
2,114,38.0,8,304.0,2,1,2023-04-06,0,2023,4,6,3
0,0,18.5,7,129.5,0,1,2023-04-06,0,2023,4,6,3
2,2,18.5,10,185.0,2,1,2023-04-06,0,2023,4,6,3
2,194,17.0,1,17.0,1,1,2023-04-06,0,2023,4,6,3
6,14,20.0,1,20.0,0,0,2023-04-06,0,2023,4,6,3
0,144,8.0,1,8.0,1,1,2023-04-06,0,2023,4,6,3
1,185,15.5,10,155.0,2,0,2023-04-06,0,2023,4,6,3
7,200,15.5,2,31.0,1,0,2023-04-07,0,2023,4,7,4
1,113,38.0,10,380.0,2,0,2023-04-07,1,2023,4,7,4
6,166,11.0,8,88.0,1,0,2023-04-07,0,2023,4,7,4
2,114,38.0,2,76.0,1,1,2023-04-07,1,2023,4,7,4
7,127,39.5,7,276.5,1,1,2023-04-07,1,2023,4,7,4
5,133,41.0,5,205.0,2,0,2023-04-07,1,2023,4,7,4
7,87,5.0,10,50.0,1,0,2023-04-07,0,2023,4,7,4
2,178,14.0,3,42.0,0,0,2023-04-07,0,2023,4,7,4
7,199,17.0,1,17.0,0,1,2023-04-07,1,2023,4,7,4
5,45,26.0,8,208.0,0,0,2023-04-07,0,2023,4,7,4
4,132,41.0,5,205.0,0,0,2023-04-07,1,2023,4,7,4
7,143,6.5,7,45.5,2,1,2023-04-07,0,2023,4,7,4
1,177,14.0,8,112.0,0,0,2023-04-07,0,2023,4,7,4
2,162,11.0,6,66.0,1,0,2023-04-07,0,2023,4,7,4
5,13,20.0,4,80.0,0,1,2023-04-07,1,2023,4,7,4
5,125,39.5,4,158.0,1,0,2023-04-08,1,2023,4,8,5
2,114,38.0,7,266.0,2,0,2023-04-08,1,2023,4,8,5
2,114,38.0,6,228.0,0,1,2023-04-08,0,2023,4,8,5
7,119,38.0,4,152.0,1,1,2023-04-08,0,2023,4,8,5
3,115,38.0,3,114.0,1,1,2023-04-08,0,2023,4,8,5
2,138,6.5,9,58.5,1,0,2023-04-08,0,2023,4,8,5
7,200,15.5,8,124.0,0,1,2023-04-08,1,2023,4,8,5
7,55,27.5,3,82.5,0,0,2023-04-08,0,2023,4,8,5
3,3,18.5,4,74.0,1,0,2023-04-08,0,2023,4,8,5
1,65,30.5,8,244.0,2,1,2023-04-08,0,2023,4,8,5
7,47,26.0,9,234.0,1,1,2023-04-08,0,2023,4,8,5
4,36,24.5,10,245.0,2,0,2023-04-08,1,2023,4,8,5
1,25,23.0,6,138.0,1,0,2023-04-08,0,2023,4,8,5
1,65,30.5,6,183.0,2,0,2023-04-09,0,2023,4,9,6
5,21,21.5,8,172.0,0,1,2023-04-09,0,2023,4,9,6
3,187,15.5,3,46.5,1,1,2023-04-09,0,2023,4,9,6
3,131,41.0,2,82.0,2,1,2023-04-09,0,2023,4,9,6
6,86,5.0,3,15.0,2,0,2023-04-09,0,2023,4,9,6
1,17,21.5,9,193.5,1,0,2023-04-09,1,2023,4,9,6
2,200,26.0,1,26.0,0,1,2023-04-09,1,2023,4,9,6
3,43,26.0,8,208.0,1,1,2023-04-09,0,2023,4,9,6
3,107,36.5,6,219.0,2,0,2023-04-09,0,2023,4,9,6
2,58,29.0,5,145.0,1,0,2023-04-09,1,2023,4,9,6
2,186,15.5,3,46.5,1,0,2023-04-09,1,2023,4,9,6
6,190,15.5,6,93.0,0,1,2023-04-10,0,2023,4,10,0
0,80,5.0,7,35.0,1,0,2023-04-10,0,2023,4,10,0
3,200,32.0,10,320.0,2,1,2023-04-10,0,2023,4,10,0
3,59,29.0,6,174.0,2,1,2023-04-10,0,2023,4,10,0
6,94,33.5,7,234.5,0,1,2023-04-10,1,2023,4,10,0
5,200,6.5,8,52.0,1,0,2023-04-11,1,2023,4,11,1
2,130,41.0,9,369.0,1,0,2023-04-11,0,2023,4,11,1
4,4,18.5,6,111.0,0,1,2023-04-11,0,2023,4,11,1
3,171,12.5,6,75.0,0,1,2023-04-11,1,2023,4,11,1
6,86,5.0,4,20.0,1,1,2023-04-11,1,2023,4,11,1
6,190,15.5,4,62.0,2,1,2023-04-11,1,2023,4,11,1
5,165,11.0,8,88.0,2,1,2023-04-11,1,2023,4,11,1
5,85,5.0,6,30.0,2,1,2023-04-11,1,2023,4,11,1
1,169,12.5,3,37.5,0,0,2023-04-12,0,2023,4,12,2
4,132,41.0,4,164.0,1,0,2023-04-12,0,2023,4,12,2
1,89,33.5,10,335.0,1,0,2023-04-12,0,2023,4,12,2
1,89,33.5,1,33.5,2,0,2023-04-12,1,2023,4,12,2
0,144,8.0,1,8.0,2,1,2023-04-13,0,2023,4,13,3
3,27,23.0,8,184.0,2,0,2023-04-13,0,2023,4,13,3
3,27,23.0,5,115.0,2,0,2023-04-13,0,2023,4,13,3
6,14,20.0,1,20.0,2,0,2023-04-13,0,2023,4,13,3
1,89,33.5,5,167.5,1,0,2023-04-13,0,2023,4,13,3
3,155,9.5,5,47.5,0,1,2023-04-13,0,2023,4,13,3
1,81,5.0,6,30.0,2,0,2023-04-13,1,2023,4,13,3
7,55,27.5,1,27.5,1,1,2023-04-13,1,2023,4,13,3
6,94,33.5,10,335.0,0,1,2023-04-14,0,2023,4,14,4
6,158,9.5,8,76.0,1,0,2023-04-14,0,2023,4,14,4
5,165,11.0,6,66.0,1,0,2023-04-14,0,2023,4,14,4
2,18,21.5,7,150.5,0,0,2023-04-14,0,2023,4,14,4
2,42,26.0,7,182.0,1,0,2023-04-14,0,2023,4,14,4
6,102,35.0,5,175.0,0,0,2023-04-14,0,2023,4,14,4
1,57,29.0,10,290.0,2,1,2023-04-14,0,2023,4,14,4
0,64,30.5,3,91.5,1,0,2023-04-14,1,2023,4,14,4
1,161,11.0,9,99.0,2,0,2023-04-14,0,2023,4,14,4
2,90,33.5,7,234.5,1,0,2023-04-14,1,2023,4,14,4
7,167,11.0,5,55.0,1,0,2023-04-14,0,2023,4,14,4
3,19,21.5,9,193.5,2,1,2023-04-14,0,2023,4,14,4
6,182,14.0,4,56.0,2,1,2023-04-14,0,2023,4,14,4
3,107,36.5,2,73.0,1,1,2023-04-15,0,2023,4,15,5
5,165,11.0,4,44.0,1,1,2023-04-15,0,2023,4,15,5
2,58,29.0,1,29.0,1,1,2023-04-15,0,2023,4,15,5
4,164,11.0,8,88.0,0,1,2023-04-15,0,2023,4,15,5
7,191,15.5,10,155.0,1,0,2023-04-15,0,2023,4,15,5
6,78,32.0,2,64.0,0,0,2023-04-15,0,2023,4,15,5
1,25,23.0,10,230.0,0,1,2023-04-15,0,2023,4,15,5
7,111,36.5,2,73.0,1,1,2023-04-15,0,2023,4,15,5
3,179,14.0,5,70.0,2,1,2023-04-15,0,2023,4,15,5
5,181,14.0,1,14.0,2,0,2023-04-15,0,2023,4,15,5
5,5,18.5,9,166.5,1,1,2023-04-16,0,2023,4,16,6
2,74,32.0,1,32.0,0,0,2023-04-16,1,2023,4,16,6
5,61,29.0,6,174.0,0,1,2023-04-16,0,2023,4,16,6
6,94,33.5,3,100.5,2,0,2023-04-16,0,2023,4,16,6
4,68,30.5,3,91.5,0,0,2023-04-16,0,2023,4,16,6
3,187,15.5,3,46.5,1,1,2023-04-16,0,2023,4,16,6
5,53,27.5,3,82.5,1,1,2023-04-16,0,2023,4,16,6
2,34,24.5,10,245.0,2,0,2023-04-16,0,2023,4,16,6
3,187,15.5,9,139.5,0,1,2023-04-16,1,2023,4,16,6
5,45,26.0,3,78.0,2,0,2023-04-16,0,2023,4,16,6
7,23,21.5,2,43.0,2,1,2023-04-17,0,2023,4,17,0
3,200,12.5,9,112.5,0,1,2023-04-17,0,2023,4,17,0
6,78,32.0,4,128.0,0,1,2023-04-17,0,2023,4,17,0
5,117,38.0,4,152.0,2,0,2023-04-17,0,2023,4,17,0
2,10,20.0,10,200.0,2,0,2023-04-17,1,2023,4,17,0
4,92,33.5,9,301.5,1,1,2023-04-17,0,2023,4,17,0
5,117,38.0,1,38.0,0,1,2023-04-17,0,2023,4,17,0
4,180,14.0,8,112.0,0,1,2023-04-18,0,2023,4,18,1
3,107,36.5,4,146.0,0,0,2023-04-18,1,2023,4,18,1
1,81,5.0,7,35.0,2,0,2023-04-18,0,2023,4,18,1
2,122,39.5,8,316.0,1,0,2023-04-18,0,2023,4,18,1
4,200,23.0,8,184.0,0,0,2023-04-18,1,2023,4,18,1
4,100,35.0,6,210.0,1,1,2023-04-18,0,2023,4,18,1
4,92,33.5,5,167.5,1,1,2023-04-18,0,2023,4,18,1
5,93,33.5,1,33.5,0,0,2023-04-18,0,2023,4,18,1
3,27,23.0,10,230.0,1,1,2023-04-18,0,2023,4,18,1
2,34,24.5,3,73.5,0,0,2023-04-18,1,2023,4,18,1
6,126,39.5,9,355.5,1,0,2023-04-18,0,2023,4,18,1
5,149,8.0,5,40.0,2,1,2023-04-19,0,2023,4,19,2
2,42,26.0,7,182.0,1,0,2023-04-19,1,2023,4,19,2
4,196,17.0,1,17.0,0,0,2023-04-19,0,2023,4,19,2
1,105,36.5,2,73.0,0,1,2023-04-19,1,2023,4,19,2
4,36,24.5,2,49.0,2,1,2023-04-19,0,2023,4,19,2
3,83,5.0,4,20.0,2,1,2023-04-19,0,2023,4,19,2
1,169,12.5,1,12.5,1,0,2023-04-19,0,2023,4,19,2
5,13,20.0,9,180.0,2,0,2023-04-19,1,2023,4,19,2
4,60,29.0,7,203.0,0,1,2023-04-19,1,2023,4,19,2
3,3,18.5,1,18.5,2,1,2023-04-19,1,2023,4,19,2
6,118,38.0,9,342.0,0,1,2023-04-19,1,2023,4,19,2
7,71,30.5,1,30.5,1,0,2023-04-19,0,2023,4,19,2
7,175,12.5,3,37.5,1,1,2023-04-19,0,2023,4,19,2
3,75,32.0,2,64.0,2,0,2023-04-20,0,2023,4,20,3
3,59,29.0,9,261.0,1,0,2023-04-20,1,2023,4,20,3
2,10,20.0,1,20.0,1,1,2023-04-20,0,2023,4,20,3
0,56,29.0,5,145.0,2,1,2023-04-20,1,2023,4,20,3
4,20,21.5,6,129.0,0,0,2023-04-20,1,2023,4,20,3
2,138,6.5,2,13.0,2,0,2023-04-20,0,2023,4,20,3
6,86,5.0,5,25.0,1,0,2023-04-20,0,2023,4,20,3
4,132,41.0,3,123.0,2,0,2023-04-20,0,2023,4,20,3
7,111,36.5,4,146.0,1,1,2023-04-20,0,2023,4,20,3
0,80,5.0,1,5.0,1,0,2023-04-21,1,2023,4,21,4
3,131,41.0,2,82.0,2,0,2023-04-21,0,2023,4,21,4
0,200,9.5,8,76.0,0,1,2023-04-21,0,2023,4,21,4
5,93,33.5,6,201.0,2,0,2023-04-21,1,2023,4,21,4
4,156,9.5,3,28.5,2,1,2023-04-22,0,2023,4,22,5
1,49,27.5,5,137.5,1,0,2023-04-22,0,2023,4,22,5
2,194,17.0,6,102.0,0,0,2023-04-22,0,2023,4,22,5
5,45,26.0,5,130.0,2,1,2023-04-22,1,2023,4,22,5
5,53,27.5,8,220.0,0,1,2023-04-22,0,2023,4,22,5
3,75,32.0,9,288.0,0,0,2023-04-22,0,2023,4,22,5
1,105,36.5,9,328.5,1,0,2023-04-22,1,2023,4,22,5
3,131,41.0,2,82.0,1,1,2023-04-22,0,2023,4,22,5
2,130,41.0,9,369.0,0,1,2023-04-22,0,2023,4,22,5
4,164,11.0,2,22.0,2,1,2023-04-22,0,2023,4,22,5
4,12,20.0,6,120.0,2,1,2023-04-23,0,2023,4,23,6
5,101,35.0,7,245.0,2,1,2023-04-23,1,2023,4,23,6
3,195,17.0,8,136.0,1,0,2023-04-23,1,2023,4,23,6
5,85,5.0,7,35.0,1,0,2023-04-23,0,2023,4,23,6
7,159,9.5,2,19.0,2,0,2023-04-23,0,2023,4,23,6
2,130,41.0,2,82.0,2,0,2023-04-23,0,2023,4,23,6
0,48,27.5,2,55.0,2,1,2023-04-23,0,2023,4,23,6
1,129,41.0,2,82.0,0,0,2023-04-23,0,2023,4,23,6
0,176,14.0,3,42.0,0,0,2023-04-24,1,2023,4,24,0
4,92,33.5,2,67.0,2,1,2023-04-24,0,2023,4,24,0
2,200,17.0,6,102.0,0,1,2023-04-24,1,2023,4,24,0
2,18,21.5,10,215.0,1,0,2023-04-24,0,2023,4,24,0
2,186,15.5,7,108.5,2,0,2023-04-24,0,2023,4,24,0
0,72,32.0,3,96.0,0,1,2023-04-24,0,2023,4,24,0
1,41,26.0,7,182.0,1,1,2023-04-24,1,2023,4,24,0
7,119,38.0,5,190.0,2,1,2023-04-24,1,2023,4,24,0
2,42,26.0,3,78.0,1,1,2023-04-24,1,2023,4,24,0
1,169,12.5,7,87.5,2,0,2023-04-24,0,2023,4,24,0
3,43,26.0,4,104.0,2,1,2023-04-24,0,2023,4,24,0
2,42,26.0,9,234.0,1,0,2023-04-24,0,2023,4,24,0
3,187,15.5,2,31.0,2,1,2023-04-24,0,2023,4,24,0
3,187,15.5,5,77.5,1,1,2023-04-25,0,2023,4,25,1
6,166,11.0,3,33.0,1,0,2023-04-25,0,2023,4,25,1
0,48,27.5,4,110.0,0,0,2023-04-25,1,2023,4,25,1
6,158,9.5,7,66.5,0,1,2023-04-25,1,2023,4,25,1
4,28,23.0,3,69.0,0,0,2023-04-25,1,2023,4,25,1
3,115,38.0,5,190.0,1,0,2023-04-25,1,2023,4,25,1
6,190,15.5,9,139.5,0,0,2023-04-25,0,2023,4,25,1
1,89,33.5,2,67.0,1,1,2023-04-25,1,2023,4,25,1
5,173,12.5,5,62.5,2,0,2023-04-25,0,2023,4,25,1
1,25,23.0,1,23.0,1,0,2023-04-25,0,2023,4,25,1
6,118,38.0,9,342.0,0,1,2023-04-25,1,2023,4,25,1
5,133,41.0,7,287.0,2,1,2023-04-25,1,2023,4,25,1
0,48,27.5,10,275.0,1,1,2023-04-25,0,2023,4,25,1
1,200,36.5,2,73.0,1,0,2023-04-26,0,2023,4,26,2
5,77,32.0,1,32.0,2,1,2023-04-26,0,2023,4,26,2
5,53,27.5,1,27.5,1,0,2023-04-26,0,2023,4,26,2
5,141,6.5,4,26.0,2,1,2023-04-26,0,2023,4,26,2
6,78,32.0,2,64.0,1,1,2023-04-26,0,2023,4,26,2
6,174,12.5,1,12.5,2,0,2023-04-26,0,2023,4,26,2
0,176,14.0,3,42.0,2,0,2023-04-26,0,2023,4,26,2
4,20,21.5,9,193.5,0,0,2023-04-26,1,2023,4,26,2
7,7,18.5,3,55.5,1,0,2023-04-26,1,2023,4,26,2
6,14,20.0,7,140.0,1,0,2023-04-26,1,2023,4,26,2
7,15,20.0,8,160.0,2,0,2023-04-27,0,2023,4,27,3
0,136,6.5,4,26.0,0,1,2023-04-27,0,2023,4,27,3
4,164,11.0,9,99.0,0,0,2023-04-27,0,2023,4,27,3
6,118,38.0,4,152.0,1,0,2023-04-27,0,2023,4,27,3
1,161,11.0,8,88.0,1,0,2023-04-27,1,2023,4,27,3
0,120,39.5,1,39.5,0,0,2023-04-27,0,2023,4,27,3
0,104,36.5,1,36.5,1,0,2023-04-27,1,2023,4,27,3
2,74,32.0,9,288.0,0,1,2023-04-27,0,2023,4,27,3
2,138,6.5,3,19.5,0,0,2023-04-27,1,2023,4,27,3
5,85,5.0,10,50.0,1,0,2023-04-27,0,2023,4,27,3
5,200,38.0,9,342.0,0,1,2023-04-27,0,2023,4,27,3
3,187,15.5,1,15.5,1,0,2023-04-27,1,2023,4,27,3
2,42,26.0,5,130.0,0,1,2023-04-28,1,2023,4,28,4
7,127,39.5,7,276.5,2,1,2023-04-28,1,2023,4,28,4
4,92,33.5,2,67.0,2,1,2023-04-28,1,2023,4,28,4
0,184,15.5,9,139.5,2,0,2023-04-28,0,2023,4,28,4
0,128,41.0,3,123.0,1,1,2023-04-28,0,2023,4,28,4
6,54,27.5,8,220.0,1,0,2023-04-28,0,2023,4,28,4
7,23,21.5,5,107.5,1,1,2023-04-28,0,2023,4,28,4
0,120,39.5,6,237.0,1,1,2023-04-29,0,2023,4,29,5
2,162,11.0,7,77.0,2,1,2023-04-29,0,2023,4,29,5
2,106,36.5,2,73.0,0,0,2023-04-29,0,2023,4,29,5
3,11,20.0,3,60.0,1,0,2023-04-29,0,2023,4,29,5
5,181,14.0,6,84.0,0,1,2023-04-29,0,2023,4,29,5
5,117,38.0,5,190.0,2,1,2023-04-29,0,2023,4,29,5
5,181,14.0,5,70.0,1,1,2023-04-29,1,2023,4,29,5
5,117,38.0,4,152.0,0,1,2023-04-29,0,2023,4,29,5
6,62,29.0,8,232.0,1,0,2023-04-29,0,2023,4,29,5
5,133,41.0,7,287.0,0,0,2023-04-29,0,2023,4,29,5
0,16,21.5,10,215.0,1,0,2023-04-29,0,2023,4,29,5
5,69,30.5,10,305.0,2,0,2023-04-29,0,2023,4,29,5
0,112,38.0,10,380.0,1,0,2023-04-30,0,2023,4,30,6
2,10,20.0,3,60.0,1,0,2023-04-30,0,2023,4,30,6
4,100,35.0,1,35.0,0,1,2023-04-30,1,2023,4,30,6
5,149,8.0,2,16.0,0,1,2023-04-30,0,2023,4,30,6
6,14,20.0,5,100.0,0,0,2023-04-30,1,2023,4,30,6
2,194,17.0,1,17.0,0,0,2023-04-30,0,2023,4,30,6
2,90,33.5,8,268.0,1,0,2023-04-30,0,2023,4,30,6
4,4,18.5,4,74.0,2,0,2023-04-30,0,2023,4,30,6
1,113,38.0,5,190.0,0,1,2023-04-30,1,2023,4,30,6
0,48,27.5,10,275.0,1,1,2023-05-01,0,2023,5,1,0
4,92,33.5,7,234.5,1,0,2023-05-01,0,2023,5,1,0
0,40,26.0,3,78.0,2,1,2023-05-01,1,2023,5,1,0
5,157,9.5,9,85.5,1,0,2023-05-01,0,2023,5,1,0
3,59,29.0,3,87.0,2,1,2023-05-01,0,2023,5,1,0
0,168,12.5,1,12.5,0,1,2023-05-01,1,2023,5,1,0
3,91,33.5,3,100.5,1,0,2023-05-01,1,2023,5,1,0
2,10,20.0,2,40.0,0,1,2023-05-01,1,2023,5,1,0
7,95,33.5,9,301.5,0,1,2023-05-01,1,2023,5,1,0
5,189,15.5,10,155.0,1,0,2023-05-01,0,2023,5,1,0
4,132,41.0,10,410.0,0,0,2023-05-01,0,2023,5,1,0
1,137,6.5,2,13.0,1,0,2023-05-01,0,2023,5,1,0
3,11,20.0,4,80.0,0,0,2023-05-02,0,2023,5,2,1
7,119,38.0,5,190.0,2,1,2023-05-02,0,2023,5,2,1
0,72,32.0,2,64.0,0,1,2023-05-02,1,2023,5,2,1
7,23,21.5,9,193.5,0,0,2023-05-02,1,2023,5,2,1
5,13,20.0,8,160.0,0,0,2023-05-02,1,2023,5,2,1
4,20,21.5,5,107.5,0,1,2023-05-02,0,2023,5,2,1
6,126,39.5,8,316.0,1,0,2023-05-02,0,2023,5,2,1
7,200,14.0,8,112.0,2,1,2023-05-02,0,2023,5,2,1
3,3,18.5,8,148.0,1,1,2023-05-02,1,2023,5,2,1
6,182,14.0,9,126.0,0,1,2023-05-02,0,2023,5,2,1
2,122,39.5,4,158.0,2,1,2023-05-03,0,2023,5,3,2
4,12,20.0,10,200.0,0,1,2023-05-03,0,2023,5,3,2
0,136,6.5,6,39.0,2,1,2023-05-03,1,2023,5,3,2
3,115,38.0,3,114.0,2,1,2023-05-03,1,2023,5,3,2
3,187,15.5,10,155.0,0,1,2023-05-03,1,2023,5,3,2
0,88,33.5,3,100.5,0,0,2023-05-03,0,2023,5,3,2
1,137,6.5,5,32.5,0,0,2023-05-03,0,2023,5,3,2
3,123,39.5,6,237.0,2,1,2023-05-04,0,2023,5,4,3
1,89,33.5,9,301.5,1,0,2023-05-04,0,2023,5,4,3
1,81,5.0,6,30.0,1,0,2023-05-04,0,2023,5,4,3
4,156,9.5,5,47.5,0,1,2023-05-04,1,2023,5,4,3
5,77,32.0,1,32.0,0,0,2023-05-04,1,2023,5,4,3
4,108,36.5,2,73.0,0,1,2023-05-04,0,2023,5,4,3
7,63,29.0,4,116.0,0,0,2023-05-04,1,2023,5,4,3
3,67,30.5,5,152.5,0,0,2023-05-05,0,2023,5,5,4
5,13,20.0,8,160.0,2,0,2023-05-05,0,2023,5,5,4
3,59,29.0,6,174.0,1,1,2023-05-05,0,2023,5,5,4
0,136,6.5,3,19.5,1,0,2023-05-05,1,2023,5,5,4
2,138,6.5,4,26.0,2,1,2023-05-05,1,2023,5,5,4
4,148,8.0,3,24.0,1,1,2023-05-05,1,2023,5,5,4
1,25,23.0,3,69.0,0,1,2023-05-05,0,2023,5,5,4
5,93,33.5,5,167.5,1,0,2023-05-05,1,2023,5,5,4
3,91,33.5,8,268.0,1,1,2023-05-06,0,2023,5,6,5
3,195,17.0,4,68.0,0,0,2023-05-06,0,2023,5,6,5
0,32,24.5,6,147.0,1,0,2023-05-06,0,2023,5,6,5
5,117,38.0,2,76.0,0,0,2023-05-06,1,2023,5,6,5
1,145,8.0,5,40.0,2,1,2023-05-06,0,2023,5,6,5
7,175,12.5,8,100.0,0,1,2023-05-06,1,2023,5,6,5
7,183,14.0,4,56.0,0,0,2023-05-06,0,2023,5,6,5
0,136,6.5,8,52.0,0,1,2023-05-06,0,2023,5,6,5
4,124,39.5,5,197.5,2,1,2023-05-07,0,2023,5,7,6
2,138,6.5,9,58.5,1,1,2023-05-07,1,2023,5,7,6
3,43,26.0,5,130.0,0,1,2023-05-07,0,2023,5,7,6
3,91,33.5,6,201.0,0,0,2023-05-07,1,2023,5,7,6
0,72,32.0,1,32.0,2,0,2023-05-07,1,2023,5,7,6
1,113,38.0,8,304.0,0,0,2023-05-07,0,2023,5,7,6
5,125,39.5,6,237.0,0,1,2023-05-07,0,2023,5,7,6
1,161,11.0,3,33.0,2,0,2023-05-07,0,2023,5,7,6
5,165,11.0,5,55.0,2,0,2023-05-07,1,2023,5,7,6
6,142,6.5,9,58.5,2,0,2023-05-07,0,2023,5,7,6
6,86,5.0,2,10.0,2,1,2023-05-07,1,2023,5,7,6
